"Bleedout","底片長度","型態","機台ID","塗佈溫度","塗佈濕度","馬達壓力","乾燥溫度一","乾燥溫度二","UV暴露","照明時間","爐子O2","底片UV溫度","張力一","張力二","彎曲張力","EPC差異一","EPC差異二","缺陷Mode"
False,"1500m","Production","YC-08",27.55,50.3,0.9,120.09,122.05,1020.1,413,0.01025,89.09,1.899,3.753,3.116,-0.151479899,0.070786864,0
False,"1000m","Production","YC-08",27.28,50.3,0.9,120.02,122.0,1020.0,497,0.0104,89.04,2.375,2.347,3.104,-0.023264476,0.028485167,0
False,"1000m","Production","YC-08",28.45,50.7,0.9,120.09,122.0,1020.4,1107,0.01165,89.08,5.221,3.995,3.116,0.201686263,0.082287035,0
False,"1000m","Production","YC-08",29.33,50.9,0.9,120.33,122.41,1020.8,913,0.01109,89.09,2.574,3.598,3.174,-0.093456784,0.023160355,0
False,"500m","Production","YC-08",28.18,50.6,0.9,120.02,122.01,1020.0,899,0.0108,89.03,4.71,2.159,3.103,-0.107708414,0.033542379,0
False,"1500m","Production","YC-08",28.21,50.5,0.901,120.08,122.0,1020.2,581,0.01062,89.07,4.649,3.14,3.116,-0.230627801,0.018728059,0
False,"500m","Production","YC-08",27.95,50.4,0.9,120.0,122.02,1020.1,726,0.01094,89.05,3.581,2.562,3.106,-0.049586182,0.105108759,0
False,"1200m","Production","YC-08",27.45,50.2,0.9,120.01,122.01,1020.0,344,0.0101,89.02,4.188,3.436,3.103,-0.031889978,0.090023848,0
False,"500m","Production","YC-08",27.5,50.2,0.9,120.38,122.19,1020.7,164,0.01013,89.05,3.152,2.878,3.168,-0.081845657,0.031017475,0
False,"1200m","Production","YC-08",28.71,50.4,0.9,120.05,122.0,1020.2,688,0.0107,89.1,3.425,2.508,3.119,0.0436523,0.106441141,0
False,"1500m","Production","YC-08",27.25,50.4,0.9,120.04,122.0,1020.2,691,0.01069,89.05,3.14,2.365,3.116,0.031487971,0.111069254,0
False,"1200m","Production","YC-08",27.73,50.3,0.9,120.25,122.0,1020.6,552,0.01055,89.05,4.684,5.09,3.144,-0.043934571,0.033976584,0
False,"1000m","Production","YC-08",27.39,50.4,0.9,120.01,122.0,1020.0,691,0.01076,89.03,2.373,2.841,3.103,-0.102553878,0.050050533,0
False,"1500m","Production","YC-08",30.18,51.5,0.9,120.03,122.0,1021.2,2426,0.01457,89.09,4.068,2.12,3.161,0.211226739,0.063435757,0
False,"1200m","Production","YC-08",28.45,50.7,0.9,120.03,122.0,1020.1,1107,0.01143,89.06,4.534,2.149,3.106,0.15185541,0.106831111,0
False,"1000m","Prototype","YC-08",27.17,50.1,0.9,120.0,122.0,1020.0,205,0.01006,89.02,3.043,2.346,3.101,0.174329791,0.062563985,0
False,"1000m","Production","YC-08",27.55,50.3,0.9,120.0,122.01,1020.0,413,0.01008,89.03,2.318,2.464,3.101,0.100876506,0.089812909,0
False,"1200m","Production","YC-08",27.69,50.4,0.9,120.02,122.03,1020.1,691,0.01103,89.1,2.367,3.249,3.109,0.111659286,0.083201455,0
False,"1000m","Production","YC-08",27.97,50.7,0.9,120.01,122.01,1020.0,1107,0.01099,89.09,3.188,2.991,3.105,-0.019236763,0.063457196,0
False,"1000m","Production","YC-08",27.73,50.3,0.9,120.05,122.0,1020.1,552,0.01033,89.02,2.264,2.734,3.116,-0.051386031,0.060276576,0
False,"1200m","Production","YC-08",29.0,50.8,0.9,120.22,122.11,1020.5,1142,0.0117,89.05,6.489,3.952,3.139,0.153915452,0.082520329,0
False,"1500m","Prototype","YC-08",27.65,50.3,0.9,120.2,122.2,1020.4,497,0.0103,89.04,2.821,2.006,3.136,0.005928182,0.119987153,0
False,"1200m","Production","YC-08",29.54,51.2,0.9,120.09,122.0,1020.2,1940,0.01269,89.06,2.468,2.605,3.116,0.08810586,0.106682836,0
False,"1500m","Production","YC-08",27.44,50.2,0.9,120.0,122.0,1020.0,330,0.0102,89.03,2.406,2.257,3.1,-0.013981183,0.081940923,0
False,"1000m","Production","YC-08",28.39,50.5,0.9,120.02,122.0,1020.2,512,0.01046,89.04,2.676,3.634,3.111,0.089038686,0.060312186,0
False,"1200m","Production","YC-08",27.38,50.1,0.9,120.01,122.01,1020.0,143,0.01011,89.03,1.346,2.26,3.103,-0.084749334,0.080361641,0
False,"100m","Laboratory_Test","YC-08",28.8,51.0,0.9,120.09,122.0,1020.2,1678,0.012,89.05,1.726,2.128,3.116,0.190006835,0.103209789,0
False,"1200m","Production","YC-08",28.75,50.6,0.9,120.04,122.0,1020.7,899,0.01143,89.08,4.757,1.946,3.14,0.108167703,0.075022387,0
False,"1000m","Production","YC-08",28.36,50.6,0.9,120.02,122.01,1020.0,1038,0.01134,89.04,3.389,2.347,3.104,0.019297151,0.016157809,0
False,"1500m","Production","YC-08",28.45,50.7,0.9,120.14,122.0,1020.3,1107,0.01088,89.05,4.931,3.55,3.137,0.011999644,0.114580657,0
False,"1000m","Production","YC-08",27.4,50.8,0.9,120.09,122.0,1020.3,1246,0.01161,89.09,2.923,2.188,3.116,-0.047485291,0.04497819,0
False,"1200m","Production","YC-08",27.83,50.3,0.9,120.0,122.0,1020.0,588,0.0103,89.03,2.522,3.062,3.102,0.138348646,0.028775852,0
False,"1200m","Production","YC-08",27.5,50.6,0.9,120.23,122.0,1020.3,1038,0.01082,89.04,4.836,2.453,3.141,0.016958708,0.03877038,0
False,"1200m","Prototype","YC-08",29.31,50.9,0.9,120.06,122.0,1020.1,1385,0.01151,89.09,4.024,2.586,3.116,-0.138369965,0.033999813,0
False,"1200m","Production","YC-08",27.91,50.4,0.9,120.16,122.0,1020.6,691,0.01096,89.06,3.331,1.526,3.157,-0.039270107,0.061428235,0
False,"1200m","Production","YC-08",27.91,50.4,0.9,120.09,122.09,1020.2,691,0.01048,89.03,2.565,2.628,3.116,0.02442983,0.027801751,0
False,"1200m","Production","YC-08",28.55,50.7,0.9,120.15,122.25,1020.4,1145,0.0108,89.04,1.522,1.482,3.13,0.123873243,0.061808972,0
False,"1200m","Production","YC-08",27.54,50.2,0.9,120.02,122.03,1020.1,240,0.01014,89.05,2.646,2.501,3.105,0.05065739,0.025619248,0
False,"500m","Production","YC-08",27.88,50.5,0.9,120.09,122.05,1020.2,760,0.01098,89.06,2.545,1.342,3.116,-0.030833164,0.05453426,0
False,"1500m","Production","YC-08",27.18,50.1,0.9,120.09,122.0,1020.2,136,0.01021,89.05,3.814,4.365,3.116,0.088118555,0.0926493,0
False,"1000m","Production","YC-08",27.58,50.4,0.9,120.09,122.0,1020.4,663,0.01119,89.06,2.314,1.852,3.116,0.060105819,0.041603487,0
False,"1000m","Production","YC-08",27.91,50.4,0.9,120.09,122.05,1020.1,691,0.01055,89.05,4.96,3.295,3.116,-0.034144807,0.105341027,0
False,"1000m","Prototype","YC-08",28.36,50.6,0.9,120.03,122.06,1020.2,646,0.01258,89.02,2.902,3.629,3.107,-0.142458264,0.046309965,0
False,"1000m","Production","YC-08",27.34,50.4,0.9,120.05,122.0,1021.1,1732,0.01378,89.08,3.046,3.477,3.141,0.162846214,0.069754601,0
False,"1200m","Production","YC-08",28.68,50.8,0.9,120.01,122.0,1020.0,825,0.01114,89.04,3.942,5.645,3.102,-0.178685943,0.08326398,0
False,"1500m","Production","YC-08",29.18,51.0,0.9,120.31,122.0,1021.2,1662,0.01132,89.13,2.176,2.062,3.169,-0.034291584,0.038031485,0
False,"1000m","Production","YC-08",28.98,50.8,0.9,120.09,122.09,1020.3,1246,0.01124,89.05,2.988,1.943,3.116,-0.095248729,0.026006798,0
False,"500m","Prototype","YC-08",29.96,50.9,0.9,120.02,122.17,1020.4,1402,0.0125,89.04,2.974,2.383,3.131,0.165778418,0.107186179,0
False,"1200m","Production","YC-08",28.25,50.5,0.9,120.03,122.0,1020.4,1079,0.01107,89.06,3.248,3.521,3.147,-0.152973104,0.109507037,0
False,"1000m","Production","YC-08",27.95,50.4,0.901,120.01,122.01,1020.0,600,0.01099,89.04,2.738,2.971,3.102,0.046436035,0.031012006,0
False,"1200m","Production","YC-08",28.07,50.4,0.9,120.08,122.0,1020.6,691,0.0111,89.03,5.348,2.612,3.13,0.018201566,0.018017758,0
False,"1200m","Production","YC-08",28.59,50.8,0.9,120.04,122.0,1020.1,1211,0.0106,89.05,2.001,3.196,3.116,-0.149363216,0.055661857,0
False,"1200m","Production","YC-08",27.34,50.2,0.9,120.04,122.0,1020.0,259,0.01016,89.04,3.336,2.519,3.107,-0.032338452,0.10706304,0
False,"1000m","Production","YC-08",28.01,50.5,0.9,120.03,122.02,1020.0,767,0.01061,89.03,3.509,4.261,3.106,0.117802889,0.057355671,0
False,"1200m","Production","YC-08",27.91,50.6,0.9,120.09,122.0,1020.2,1038,0.01134,89.05,1.914,2.212,3.124,-0.038942793,0.105965086,0
False,"1200m","Production","YC-08",29.92,51.1,0.9,120.22,123.09,1021.6,1385,0.01124,89.1,3.72,3.725,3.23,0.150782319,0.083110999,0
False,"1200m","Production","YC-08",27.4,50.2,0.9,120.05,122.17,1020.3,301,0.01021,89.02,2.267,2.304,3.131,-0.296311485,0.04020716,0
False,"1000m","Production","YC-08",27.09,50.1,0.9,120.05,122.35,1020.3,205,0.01019,89.06,2.756,2.44,3.142,-0.008959893,0.081373599,0
False,"1200m","Production","YC-08",27.15,50.1,0.9,120.04,122.0,1020.3,136,0.01019,89.06,2.146,3.612,3.116,-0.00243636,0.01865144,0
False,"1000m","Production","YC-08",27.51,50.2,0.9,120.01,122.01,1020.0,386,0.01038,89.03,3.269,2.424,3.104,0.086080189,0.113490286,0
False,"300m","Production","YC-08",27.64,50.3,0.9,120.04,122.0,1020.2,483,0.01072,89.07,3.884,2.103,3.116,-0.175200062,0.056411466,0
False,"1000m","Production","YC-08",28.89,50.9,0.9,120.02,122.0,1020.3,1439,0.01214,89.09,4.665,2.772,3.116,0.164726956,0.0373594,0
False,"500m","Production","YC-08",32.09,51.1,0.9,120.04,122.19,1020.8,1732,0.01206,89.08,2.544,2.631,3.167,0.204672694,0.072859882,0
False,"1000m","Production","YC-08",29.54,50.5,0.9,120.01,122.06,1020.3,830,0.01124,89.04,2.476,2.284,3.121,0.328359656,0.096906498,0
False,"500m","Prototype","YC-08",30.0,51.4,0.9,120.05,122.05,1020.3,2287,0.01453,89.09,3.016,3.592,3.116,0.130804084,0.112136653,0
False,"1200m","Production","YC-08",27.45,50.1,0.9,120.22,122.0,1021.0,205,0.01031,89.07,1.782,2.075,3.139,-0.194184108,0.10964987,0
False,"1000m","Production","YC-08",27.62,50.3,0.9,120.23,122.11,1020.4,344,0.01034,89.04,2.158,2.143,3.141,-0.008528181,0.047192353,0
False,"1200m","Production","YC-08",27.53,50.2,0.9,120.07,122.0,1020.1,399,0.0102,89.06,2.52,2.82,3.112,-0.024879811,0.054892391,0
False,"500m","Production","YC-08",28.64,50.8,0.9,120.0,122.0,1020.0,1246,0.01062,89.04,2.681,2.324,3.102,-0.007732995,0.050625979,0
False,"500m","Production","YC-08",28.85,51.0,0.9,120.18,122.09,1020.2,1662,0.01132,89.04,4.434,3.255,3.133,0.08394749,0.081198715,0
False,"100m","Laboratory_Test","YC-08",30.18,51.5,0.9,120.03,122.0,1020.2,2426,0.01313,89.1,3.082,2.74,3.115,-0.003438228,0.042262427,0
False,"1000m","Production","YC-08",28.82,50.9,0.9,120.09,122.05,1020.1,1385,0.01124,89.12,4.434,1.287,3.116,0.255639577,0.041194993,0
False,"1200m","Production","YC-08",28.62,50.4,0.9,120.17,122.0,1020.3,691,0.01076,89.04,1.981,4.979,3.131,0.117795695,0.019527611,0
False,"1200m","Production","YC-08",27.63,50.2,0.9,120.17,122.0,1020.5,830,0.01132,89.06,3.257,1.755,3.131,-0.101457824,0.034358118,0
False,"1200m","Production","YC-08",27.82,50.4,0.9,120.06,122.0,1020.1,621,0.0108,89.03,3.235,2.504,3.116,0.287576366,0.055695636,0
False,"1200m","Production","YC-08",27.82,50.4,0.9,120.03,122.0,1020.1,621,0.01049,89.06,3.17,2.063,3.116,-0.077115242,0.112542574,0
False,"1200m","Production","YC-08",27.7,50.7,0.9,120.03,122.0,1020.0,1177,0.01093,89.04,2.331,2.728,3.108,0.083843419,0.082809794,0
False,"1200m","Production","YC-08",27.94,50.3,0.9,120.05,122.14,1020.1,483,0.01043,89.05,2.269,3.761,3.116,0.049680259,0.085664061,0
False,"1200m","Production","YC-08",29.78,51.0,0.9,120.22,122.0,1020.4,1662,0.01148,89.09,2.725,3.95,3.139,0.064274945,0.045273525,0
False,"1200m","Production","YC-08",27.91,50.4,0.9,120.02,122.0,1020.0,691,0.01062,89.04,2.58,1.665,3.109,-0.043411721,0.036656094,0
False,"300m","Prototype","YC-08",28.38,51.1,0.9,120.09,122.05,1020.2,1732,0.01223,89.1,2.404,3.6,3.116,-0.062526251,0.020459539,0
False,"500m","Production","YC-08",28.0,50.5,0.9,120.02,122.0,1020.1,727,0.01098,89.03,5.046,2.467,3.105,0.141052336,0.099775507,0
False,"500m","Production","YC-08",27.3,50.8,0.9,120.05,122.04,1020.1,830,0.01091,89.06,3.475,2.281,3.113,0.005172198,0.114730881,0
False,"1500m","Production","YC-08",27.87,50.2,0.9,120.05,122.05,1020.4,344,0.01038,89.06,3.497,2.466,3.116,-0.099993311,0.036442375,0
False,"300m","Production","YC-08",30.18,51.5,0.9,120.05,122.09,1020.2,2426,0.01313,89.08,2.774,3.002,3.116,-0.158553216,0.11880537,0
False,"500m","Production","YC-08",28.21,50.3,0.9,120.09,122.05,1020.2,497,0.01049,89.06,2.679,2.903,3.116,-0.160732867,0.04531292,0
False,"1500m","Production","YC-08",29.18,51.0,0.9,120.05,122.09,1020.2,1662,0.01198,89.08,3.681,3.593,3.116,-0.056599889,0.09138064,0
False,"1000m","Production","YC-08",27.56,50.2,0.9,120.07,122.0,1020.1,344,0.01027,89.02,2.843,2.285,3.116,0.089898702,0.019852656,0
False,"1000m","Production","YC-08",28.88,50.9,0.9,120.04,122.0,1020.1,1432,0.01099,89.04,3.964,4.583,3.108,-0.166736572,0.096164258,0
False,"300m","Production","YC-08",28.57,51.9,0.9,120.15,122.25,1021.8,2079,0.01453,89.09,3.354,1.6,3.19,0.068048785,0.087943177,0
False,"1000m","Production","YC-08",28.09,50.5,0.9,120.01,122.0,1020.1,830,0.01066,89.03,2.942,4.049,3.116,-0.094758487,0.024197274,0
False,"1200m","Production","YC-08",27.91,50.4,0.9,120.01,122.01,1020.0,691,0.01034,89.03,3.841,3.222,3.103,0.132164049,0.087505979,0
False,"500m","Production","YC-08",28.63,50.3,0.9,120.04,122.05,1020.1,552,0.01049,89.04,2.599,3.823,3.116,-0.042630756,0.029691984,0
False,"500m","Production","YC-08",28.36,50.5,0.9,120.0,122.0,1020.0,587,0.01053,89.03,4.831,1.485,3.102,-0.155352301,0.096996134,0
False,"500m","Production","YC-08",27.89,50.4,0.9,120.04,122.0,1020.1,722,0.01072,89.03,4.174,3.214,3.116,0.060177521,0.091931375,0
False,"1200m","Production","YC-08",27.26,50.5,0.9,120.03,122.12,1020.4,830,0.01107,89.04,2.554,2.124,3.121,-0.085980396,0.112835136,0
False,"1000m","Production","YC-08",30.14,50.9,0.9,120.02,122.0,1020.1,1385,0.01151,89.06,3.293,5.56,3.116,-0.091642239,0.070741142,0
False,"100m","Laboratory_Test","YC-08",28.64,50.8,0.9,120.02,122.14,1020.2,1246,0.01099,89.04,3.971,4.112,3.116,0.110515139,0.07247881,0
False,"1500m","Prototype","YC-08",27.87,50.4,0.9,120.01,122.14,1020.1,663,0.01046,89.05,3.652,2.897,3.116,0.067314881,0.018412894,0
False,"1500m","Production","YC-08",27.87,50.3,0.9,120.09,122.05,1020.4,497,0.01094,89.06,3.344,2.949,3.116,-0.047430355,0.08026182,0
False,"300m","Production","YC-08",29.69,50.9,0.9,120.07,122.0,1020.1,1471,0.01161,89.05,2.855,2.47,3.116,0.04273719,0.08527004,0
False,"1500m","Prototype","YC-08",28.38,50.7,0.9,120.09,122.0,1020.2,1052,0.01104,89.04,2.153,3.547,3.116,-0.006435783,0.086360987,0
False,"500m","Production","YC-08",28.36,50.6,0.9,120.09,122.0,1020.1,1038,0.01124,89.05,3.805,2.666,3.116,-0.135168922,0.080044855,0
False,"1500m","Production","YC-08",28.36,50.6,0.9,120.02,122.18,1020.3,1038,0.01124,89.05,2.468,2.733,3.133,0.000344385,0.101771351,0
False,"1000m","Production","YC-08",28.01,50.5,0.9,120.03,122.03,1020.1,767,0.01122,89.03,2.685,3.623,3.109,0.245701407,0.110089893,0
False,"1200m","Production","YC-08",29.31,51.1,0.9,120.02,122.0,1020.0,1763,0.01157,89.06,3.49,3.89,3.103,-0.03082416,0.074071254,0
False,"1500m","Production","YC-08",27.45,50.2,0.9,120.04,122.0,1020.1,344,0.01017,89.1,1.807,2.604,3.116,0.013227088,0.030657602,0
False,"300m","Production","YC-08",28.21,51.3,0.9,120.01,122.01,1020.0,1454,0.01087,89.04,1.922,1.777,3.103,-0.072390612,0.019537167,0
False,"500m","Production","YC-08",27.83,50.3,0.9,120.26,122.22,1021.2,996,0.01109,89.06,3.405,1.92,3.179,-0.112755548,0.059864592,0
False,"1200m","Production","YC-08",27.91,50.4,0.9,120.2,122.14,1020.6,691,0.01034,89.07,2.31,3.451,3.152,-0.040469158,0.077237887,0
False,"1500m","Production","YC-08",28.0,50.5,0.9,120.09,122.11,1020.3,760,0.0106,89.04,3.101,2.918,3.14,-0.071333429,0.109313299,0
False,"1000m","Production","YC-08",27.86,50.4,0.9,120.01,122.01,1020.0,653,0.01045,89.03,3.197,2.668,3.102,0.11381104,0.096205351,0
False,"1000m","Production","YC-08",27.76,50.4,0.9,120.01,122.0,1020.1,580,0.01063,89.02,2.611,3.004,3.116,0.039083953,0.084199898,0
False,"1200m","Prototype","YC-08",27.48,50.2,0.9,120.01,122.0,1020.1,365,0.01055,89.03,3.428,2.258,3.11,0.18967576,0.114936498,0
False,"1000m","Production","YC-08",28.27,50.5,0.9,120.04,122.07,1020.2,483,0.01053,89.03,2.504,2.642,3.113,0.021519845,0.016402126,0
False,"500m","Prototype","YC-08",28.72,51.0,0.9,120.07,122.11,1020.4,1662,0.01214,89.08,2.54,1.594,3.121,-0.053975138,0.04194416,0
False,"100m","Laboratory_Test","YC-08",27.58,51.5,0.9,120.13,122.13,1020.5,2426,0.01505,89.09,3.433,3.427,3.123,-0.035600217,0.083848525,0
False,"1500m","Production","YC-08",28.93,50.8,0.9,120.22,122.0,1020.8,691,0.0111,89.04,2.325,1.586,3.158,0.061189307,0.111028248,0
False,"1000m","Prototype","YC-08",27.89,50.3,0.9,120.02,122.0,1020.1,427,0.0103,89.03,3.455,2.118,3.106,0.120036618,0.084322557,0
False,"500m","Production","YC-08",28.27,50.5,0.9,120.02,122.01,1020.0,941,0.01075,89.06,2.604,2.29,3.103,0.048482569,0.096730124,0
False,"300m","Production","YC-08",27.36,50.2,0.9,120.0,122.0,1020.0,275,0.01016,89.01,4.261,2.528,3.101,0.126014266,0.105238819,0
False,"1200m","Production","YC-08",27.55,50.2,0.9,120.16,122.0,1020.4,448,0.01027,89.04,2.328,2.931,3.149,-0.011602477,0.027530909,0
False,"1000m","Production","YC-08",27.07,50.2,0.9,120.02,122.05,1020.2,344,0.01041,89.09,1.608,2.806,3.116,0.000973007,0.090521056,0
False,"500m","Production","YC-08",27.45,50.2,0.9,120.04,122.09,1020.2,277,0.01038,89.04,2.768,3.966,3.113,0.017538694,0.117834916,0
False,"1500m","Production","YC-08",27.4,50.2,0.9,120.02,122.05,1020.2,304,0.01012,89.06,2.034,2.702,3.116,0.011285742,0.092555759,0
False,"1200m","Production","YC-08",27.91,50.4,0.9,120.02,122.0,1020.0,691,0.01048,89.03,3.251,5.246,3.105,0.044760748,0.11386871,0
False,"1000m","Production","YC-08",28.09,50.5,0.9,120.18,122.1,1020.4,1036,0.01091,89.08,4.822,2.499,3.145,0.030849893,0.088080273,0
False,"1500m","Production","YC-08",28.04,50.5,0.9,120.05,122.05,1020.2,791,0.01102,89.04,2.027,2.951,3.116,-0.134059712,0.066302966,0
False,"1000m","Production","YC-08",28.56,50.7,0.9,120.02,122.02,1020.1,1187,0.01153,89.05,1.947,2.793,3.106,-0.06361768,0.111553927,0
False,"1200m","Production","YC-08",27.91,50.4,0.9,120.17,122.0,1020.1,691,0.01027,89.04,2.795,2.949,3.13,-0.041395668,0.066759565,0
False,"1000m","Production","YC-08",28.0,50.5,0.9,120.02,122.1,1020.2,760,0.01144,89.06,2.788,2.915,3.118,0.129459236,0.090636467,0
False,"300m","Production","YC-08",28.64,50.8,0.9,120.06,122.15,1020.8,1246,0.01173,89.06,2.82,1.322,3.127,0.07323331,0.020145999,0
False,"1000m","Production","YC-08",27.45,50.4,0.9,120.58,122.0,1021.0,663,0.01066,89.08,3.489,1.913,3.205,0.100941274,0.03574323,0
False,"1000m","Production","YC-08",27.11,50.0,0.9,120.37,122.18,1020.7,344,0.01024,89.05,3.191,4.596,3.166,0.004189674,0.075451941,0
False,"1200m","Production","YC-08",27.19,50.4,0.9,120.34,122.17,1020.8,885,0.01076,89.07,3.024,4.381,3.179,0.009420389,0.117449871,0
False,"1200m","Production","YC-08",29.27,51.1,0.9,120.02,122.03,1020.1,1732,0.01206,89.07,1.679,2.671,3.112,-0.1504236,0.042713939,0
False,"1000m","Production","YC-08",27.32,50.5,0.9,120.11,122.11,1020.2,731,0.01058,89.03,2.258,1.62,3.139,0.017792089,0.019958608,0
False,"30m","Laboratory_Test","YC-08",28.82,50.9,0.9,120.04,122.0,1020.4,1385,0.01426,89.08,2.993,4.226,3.116,-0.10644692,0.057500568,0
False,"1000m","Production","YC-08",29.67,50.8,0.9,120.11,122.05,1020.2,1220,0.01133,89.03,5.173,4.223,3.119,0.030391784,0.096832992,0
False,"1000m","Production","YC-08",28.49,50.7,0.9,120.03,122.08,1020.2,1138,0.01226,89.04,4.141,2.316,3.115,-0.057417966,0.019381054,0
False,"1000m","Production","YC-08",27.39,50.1,0.9,120.02,122.09,1020.2,118,0.01012,89.07,2.25,2.155,3.111,-0.006615628,0.021544609,0
False,"1000m","Production","YC-08",28.79,50.4,0.9,120.26,122.0,1020.6,726,0.0105,89.06,3.07,3.072,3.146,-0.090393053,0.08473548,0
False,"1200m","Production","YC-08",28.65,51.2,0.9,120.01,122.0,1020.0,1891,0.01094,89.06,3.82,3.792,3.102,-0.076020275,0.09158615,0
False,"1200m","Production","YC-08",28.09,50.5,0.9,120.01,122.04,1020.2,830,0.01049,89.04,2.804,3.317,3.113,-0.085962793,0.019324461,0
False,"1200m","Production","YC-08",27.27,50.1,0.9,120.0,122.02,1020.0,205,0.0101,89.02,1.755,2.358,3.104,-0.116237101,0.033924283,0
False,"1500m","Production","YC-08",32.78,51.2,0.9,120.77,122.0,1022.2,1940,0.0125,89.13,2.959,2.866,3.239,-0.070185782,0.059581598,0
False,"1200m","Production","YC-08",27.27,50.1,0.901,120.01,122.0,1020.0,136,0.01015,89.05,2.771,4.281,3.102,-0.015703274,0.10193113,0
False,"1000m","Production","YC-08",27.65,50.3,0.9,120.17,122.0,1020.3,497,0.01049,89.03,2.89,3.627,3.138,0.127869151,0.111181488,0
False,"500m","Production","YC-08",27.45,50.2,0.9,120.01,122.0,1020.0,344,0.01007,89.08,3.638,1.438,3.101,0.049661285,0.056185031,0
False,"1200m","Production","YC-08",28.6,50.8,0.9,120.01,122.0,1020.4,1218,0.01169,89.05,2.469,2.823,3.116,-0.10429941,0.087202168,0
False,"1200m","Production","YC-08",28.09,50.5,0.9,120.03,122.0,1020.1,830,0.01115,89.06,1.763,3.179,3.106,-0.068410026,0.05822866,0
False,"1200m","Production","YC-08",28.18,50.5,0.9,120.08,122.04,1020.2,691,0.01048,89.11,5.232,3.883,3.114,-0.044405263,0.10352662,0
False,"1200m","Production","YC-08",27.55,50.3,0.9,120.09,122.14,1020.2,413,0.01037,89.06,2.082,3.771,3.116,0.026980121,0.072036129,0
False,"1200m","Production","YC-08",28.02,50.5,0.9,120.02,122.0,1020.0,774,0.01062,89.05,3.133,2.207,3.109,-0.04576349,0.103094922,0
False,"1500m","Production","YC-08",27.62,50.3,0.9,120.01,122.0,1020.1,469,0.01028,89.06,4.959,2.827,3.116,-0.024941183,0.100971561,0
False,"1200m","Production","YC-08",29.18,51.0,0.9,120.08,122.0,1020.2,1662,0.01264,89.32,1.785,2.331,3.116,0.21422605,0.107117536,0
False,"1500m","Production","YC-08",28.05,50.5,0.9,120.04,122.07,1020.0,795,0.01032,89.03,4.991,2.719,3.106,-0.052984354,0.108582207,0
False,"1000m","Production","YC-08",28.82,50.9,0.9,120.02,122.07,1020.2,1388,0.01138,89.04,3.663,3.47,3.112,0.017739636,0.101202664,0
False,"1500m","Production","YC-08",27.29,50.1,0.9,120.01,122.09,1020.3,219,0.0104,89.04,2.876,2.307,3.116,0.018063804,0.051466801,0
False,"1500m","Prototype","YC-08",30.18,51.5,0.9,120.01,122.0,1020.1,2426,0.01216,89.08,2.055,1.791,3.106,0.049803746,0.046052693,0
False,"1500m","Production","YC-08",28.09,50.5,0.9,120.24,122.0,1020.3,883,0.01049,89.07,2.661,1.816,3.145,-0.072844979,0.039906317,0
False,"1200m","Production","YC-08",28.59,50.7,0.9,120.01,122.0,1020.0,1210,0.01084,89.04,3.604,2.744,3.105,0.102805758,0.103373254,0
False,"1000m","Production","YC-08",28.14,50.5,0.9,120.01,122.0,1020.0,864,0.01034,89.03,2.134,2.496,3.102,-0.053731108,0.062134778,0
False,"1500m","Production","YC-08",28.9,50.9,0.9,120.01,122.05,1020.2,1451,0.01201,89.04,3.128,3.991,3.116,-0.064200274,0.060865623,0
False,"1200m","Prototype","YC-08",28.64,50.8,0.9,120.17,122.0,1020.6,1246,0.01099,89.04,3.831,2.808,3.143,-0.079762085,0.048859513,0
False,"100m","Laboratory_Test","YC-08",28.82,50.9,0.9,120.05,122.05,1020.1,1385,0.01041,89.07,2.156,3.117,3.116,-0.087793238,0.091625803,0
False,"1200m","Production","YC-08",27.44,50.2,0.9,120.07,122.18,1020.5,330,0.0103,89.1,3.26,3.129,3.165,0.034810522,0.098139327,0
False,"1200m","Production","YC-08",27.26,50.1,0.9,120.02,122.0,1020.1,552,0.01077,89.02,3.405,4.087,3.104,-0.161538695,0.064468333,0
False,"500m","Production","YC-08",27.65,50.3,0.9,120.01,122.0,1020.0,497,0.01059,89.02,4.445,1.875,3.105,0.115062767,0.089152249,0
False,"1500m","Production","YC-08",27.44,50.4,0.9,120.26,122.0,1022.1,691,0.01096,89.07,5.182,3.401,3.193,0.028157615,0.04484702,0
False,"1200m","Prototype","YC-08",27.4,50.3,0.9,120.02,122.14,1020.1,483,0.01048,89.02,2.663,2.447,3.116,0.065744786,0.119050543,0
False,"1200m","Production","YC-08",29.0,50.9,0.9,120.04,122.09,1020.2,1524,0.01227,89.05,2.973,2.634,3.116,-0.021728596,0.050958539,0
False,"300m","Production","YC-08",29.4,51.3,0.9,120.01,122.0,1020.2,2079,0.01309,89.1,3.278,2.756,3.116,0.06296062,0.056051463,0
False,"1500m","Production","YC-08",28.35,50.6,0.9,120.14,122.14,1020.9,1116,0.01102,89.11,3.212,3.414,3.156,0.075017357,0.091365453,0
False,"1000m","Production","YC-08",27.95,50.4,0.901,120.33,122.71,1021.3,594,0.01083,89.2,3.099,2.415,3.185,0.092138103,0.045903351,0
False,"1200m","Prototype","YC-08",27.45,50.2,0.9,120.04,122.23,1020.1,344,0.01014,89.03,3.737,4.616,3.116,0.013760236,0.079776662,0
False,"1200m","Production","YC-08",27.91,50.5,0.9,120.34,122.0,1020.6,691,0.01048,89.05,2.782,2.708,3.161,-0.031897032,0.085750141,0
