,Measured.1g.SAR,Average.Power,Band,Mode,Test.Position,Antenna.Vendor,Ch.,Freq.,Tune.Up.Limit,Tune.up.Scaling.Factor,Duty.Cycle..,Duty.Cycle.Scaling.Factor,Reported.1g.SAR,Antenna.Peak.gain,filename,New.Test.Position,Dist,shell.type,New.Test.Position3,predict.SAR,isfail
113,0.098,17.16,5G,802.11a 6Mbps,Edge 4,INPAQ,52,5260,17.5,1.081,100,1,0.106,-0.97,FA8D0418_R01_FCC SAR_Wistron_Boracay13_Report,Edge,39.7,2,Edge,0.117628146,pass
114,0.196,17.28,5G,802.11a 6Mbps,Edge 4,INPAQ,116,5580,17.5,1.052,100,1,0.206,-0.97,FA8D0418_R01_FCC SAR_Wistron_Boracay13_Report,Edge,39.7,2,Edge,0.170858802,pass
115,0.141,17.23,5G,802.11a 6Mbps,Edge 4,INPAQ,165,5825,17.5,1.064,100,1,0.15,-0.66,FA8D0418_R01_FCC SAR_Wistron_Boracay13_Report,Edge,39.7,2,Edge,0.157088618,pass
116,0.098,19.98,2G,802.11b 1Mbps,Bottom Face,Acon,1,2412,20.5,1.127,99.04,1.01,0.112,-0.54,FA552686_R01_FCC SAR_Wistron_Blackwood[DW1820]_Report_0630,Bottom,5,2,Face,0.136016307,pass
117,0.905,20.41,2G,802.11b 1Mbps,Edge 1,Acon,1,2412,20.5,1.021,99.04,1.01,0.933,-0.32,FA552686_R01_FCC SAR_Wistron_Blackwood[DW1820]_Report_0630,Edge,5,2,Edge,1.000001884,pass
118,1.1,20.49,2G,802.11b 1Mbps,Edge 1,Acon,6,2437,20.5,1.001,99.04,1.01,1.112,-0.32,FA552686_R01_FCC SAR_Wistron_Blackwood[DW1820]_Report_0630,Edge,5,2,Edge,0.850853226,pass
119,1.17,20.29,2G,802.11b 1Mbps,Edge 1,Acon,11,2462,20.5,1.049,99.04,1.01,1.24,-0.32,FA552686_R01_FCC SAR_Wistron_Blackwood[DW1820]_Report_0630,Edge,5,2,Edge,1.058884784,pass
120,0.04,14.98,5G,802.11a 6Mbps,Bottom Face,Acon,52,5260,15,1.005,95.39,1.048,0.042,-0.59,FA552686_R01_FCC SAR_Wistron_Blackwood[DW1820]_Report_0630,Bottom,5,2,Face,0.235182488,pass
121,0.545,14.89,5G,802.11a 6Mbps,Edge 1,Acon,52,5260,15,1.026,95.39,1.048,0.586,0.11,FA552686_R01_FCC SAR_Wistron_Blackwood[DW1820]_Report_0630,Edge,5,2,Edge,0.607671537,pass
122,0.531,14.6,5G,802.11a 6Mbps,Edge 1,Acon,60,5300,15,1.095,95.39,1.048,0.609,0.11,FA552686_R01_FCC SAR_Wistron_Blackwood[DW1820]_Report_0630,Edge,5,2,Edge,0.666599954,pass
123,1.07,20.29,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,20.5,1.049,99.04,1.01,1.134,-1.6,FA552686_R01_FCC SAR_Wistron_Blackwood[DW1820]_Report_0630,Edge,5,2,Edge,0.839781631,pass
124,0.974,19.98,2G,802.11b 1Mbps,Edge 1,WNC,1,2412,20.5,1.127,99.04,1.01,1.109,-2.82,FA552686_R01_FCC SAR_Wistron_Blackwood[DW1820]_Report_0630,Edge,5,2,Edge,0.920038037,pass
125,0.999,19.8,2G,802.11b 1Mbps,Edge 1,WNC,6,2437,20.5,1.174,99.04,1.01,1.185,-2.82,FA552686_R01_FCC SAR_Wistron_Blackwood[DW1820]_Report_0630,Edge,5,2,Edge,0.784020008,pass
126,0.315,14.66,5G,802.11a 6Mbps,Edge 1,WNC,60,5300,15,1.08,95.39,1.048,0.357,0.64,FA552686_R01_FCC SAR_Wistron_Blackwood[DW1820]_Report_0630,Edge,5,2,Edge,0.628027603,pass
127,0.245,20.38,2G,802.11b 1Mbps,Bottom Face,WNC,11,2462,20.5,1.028,99.05,1.01,0.254,2.97,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Bottom,5,2,Face,0.229295043,pass
128,1.26,20.38,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,20.5,1.028,99.05,1.01,1.308,2.97,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Edge,5,2,Edge,1.21365204,pass
129,1.27,20.33,2G,802.11b 1Mbps,Edge 1,WNC,1,2412,20.5,1.04,99.05,1.01,1.333,2.97,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Edge,5,2,Edge,1.109579072,pass
130,1.24,20.25,2G,802.11b 1Mbps,Edge 1,WNC,6,2437,20.5,1.059,99.05,1.01,1.326,2.97,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Edge,5,2,Edge,0.958537522,pass
131,0.546,20.33,2G,802.11b 1Mbps,Edge 1,Acon,1,2412,20.5,1.04,99.05,1.01,0.573,0.06,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Edge,5,2,Edge,1.036705488,pass
132,0.378,20.38,2G,802.11b 1Mbps,Edge 2,WNC,11,2462,20.5,1.028,99.05,1.01,0.392,2.97,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Edge,45,2,Edge,0.3656923,pass
133,0.183,20.14,2G,802.11b 1Mbps,Edge 4,WNC,11,2462,20.5,1.086,99.04,1.01,0.201,-0.27,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Edge,58,2,Edge,0.18758653,pass
134,0.116,14.84,5G,802.11a 6Mbps,Bottom Face,WNC,52,5260,15,1.038,95.37,1.049,0.126,2.85,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Bottom,5,2,Face,0.105078754,pass
135,0.546,15,5G,802.11a 6Mbps,Edge 1,WNC,52,5260,15,1,95.37,1.049,0.573,2.54,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Edge,5,2,Edge,0.600100387,pass
136,0.545,14.62,5G,802.11a 6Mbps,Edge 1,WNC,64,5320,15,1.091,95.37,1.049,0.624,2.54,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Edge,5,2,Edge,0.584698453,pass
137,0.285,14.88,5G,802.11a 6Mbps,Edge 1,Acon,64,5320,15,1.028,95.37,1.049,0.307,-4.16,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Edge,5,2,Edge,0.3418566,pass
138,0.127,14.84,5G,802.11a 6Mbps,Edge 2,WNC,52,5260,15,1.038,95.37,1.049,0.138,2.85,FA552683_R01_FCC SAR_Wistron_Cottonwood MLK[DW1820]_Report_v10,Edge,45,2,Edge,0.144500922,pass
139,0.194,20.33,2G,802.11b 1Mbps,Bottom Face,WNC,6,2437,20.5,1.04,99.04,1.01,0.204,-0.19,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Bottom,17.7,2,Face,0.184178025,pass
140,0.334,14.7,5G,802.11a 6Mbps,Bottom Face,WNC,52,5260,15,1.072,95.39,1.048,0.375,0.53,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Bottom,17.7,2,Face,0.440321521,pass
141,0.265,14.71,5G,802.11a 6Mbps,Bottom Face,WNC,100,5500,15,1.069,95.39,1.048,0.297,0.53,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Bottom,17.7,2,Face,0.34891508,pass
142,0.065,13.08,5G,802.11ac-VHT80 MCS0,Bottom Face,WNC,155,5775,15,1.556,85.53,1.169,0.118,0.56,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Bottom,17.7,2,Face,0.376804683,pass
143,1.09,20.14,2G,802.11b 1Mbps,Edge 1,Acon,11,2462,20.5,1.086,99.04,1.01,1.196,-2.62,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,1.096843276,pass
144,0.604,20.33,2G,802.11b 1Mbps,Edge 1,WNC,6,2437,20.5,1.04,99.04,1.01,0.634,-0.19,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.723578987,pass
145,0.616,20.19,2G,802.11b 1Mbps,Edge 1,WNC,1,2412,20.5,1.074,99.04,1.01,0.668,0.87,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.886829686,pass
146,0.756,20.14,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,20.5,1.086,99.04,1.01,0.83,-0.19,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.889622059,pass
147,0.42,14.51,5G,802.11a 6Mbps,Edge 1,Acon,64,5320,15,1.119,95.39,1.048,0.493,-2.26,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.458698672,pass
148,0.436,14.35,5G,802.11a 6Mbps,Edge 1,Acon,132,5660,15,1.161,95.39,1.048,0.531,-0.28,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.644258018,pass
149,0.484,14.7,5G,802.11a 6Mbps,Edge 1,WNC,52,5260,15,1.072,95.39,1.048,0.544,0.53,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.519449553,pass
150,0.547,14.51,5G,802.11a 6Mbps,Edge 1,WNC,64,5320,15,1.119,95.39,1.048,0.642,0.53,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.530491292,pass
151,0.653,14.71,5G,802.11a 6Mbps,Edge 1,WNC,100,5500,15,1.069,95.39,1.048,0.732,0.53,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.45465993,pass
152,0.832,14.32,5G,802.11a 6Mbps,Edge 1,WNC,116,5580,15,1.169,95.39,1.048,1.02,0.56,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.589827918,pass
153,0.944,14.4,5G,802.11a 6Mbps,Edge 1,WNC,124,5620,15,1.148,95.39,1.048,1.136,0.56,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.612280642,pass
154,0.961,14.35,5G,802.11a 6Mbps,Edge 1,WNC,132,5660,15,1.161,95.39,1.048,1.17,0.56,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.604967692,pass
155,0.755,14.6,5G,802.11a 6Mbps,Edge 1,WNC,144,5720,15,1.096,95.39,1.048,0.868,0.56,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.512458007,pass
156,0.219,13.08,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,155,5775,15,1.556,85.53,1.169,0.398,0.56,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,3,2,Edge,0.429059971,pass
157,0.076,20.33,2G,802.11b 1Mbps,Edge 2,WNC,6,2437,20.5,1.04,99.04,1.01,0.08,-0.19,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,53,2,Edge,0.093211831,pass
158,0.063,20.33,2G,802.11b 1Mbps,Edge 4,WNC,6,2437,20.5,1.04,99.04,1.01,0.066,-0.19,FA620311_R01_FCC SAR_Wistron_Starlord 13_Report,Edge,53,2,Edge,0.093211831,pass
159,0.094,18.35,2G,802.11b 1Mbps,Bottom Face,WNC,6,2437,18.5,1.035,NA,NA,0.097,-0.14,FA622415_R02_FCC SAR_Wistron_DRAX11_BSW_Report,Bottom,16.2,2,Face,0.149690057,pass
160,0.429,18.35,2G,802.11b 1Mbps,Edge 1,WNC,6,2437,18.5,1.035,NA,NA,0.444,-0.14,FA622415_R02_FCC SAR_Wistron_DRAX11_BSW_Report,Edge,3,2,Edge,0.460220096,pass
161,0.475,17.49,2G,802.11b 1Mbps,Edge 1,WNC,1,2412,17.5,1.002,NA,NA,0.476,-0.14,FA622415_R02_FCC SAR_Wistron_DRAX11_BSW_Report,Edge,3,2,Edge,0.42258185,pass
162,0.306,17.43,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,17.5,1.016,NA,NA,0.311,-0.14,FA622415_R02_FCC SAR_Wistron_DRAX11_BSW_Report,Edge,3,2,Edge,0.423401162,pass
163,0.32,17.49,2G,802.11b 1Mbps,Edge 1,Acon,1,2412,17.5,1.002,NA,NA,0.321,-0.49,FA622415_R02_FCC SAR_Wistron_DRAX11_BSW_Report,Edge,3,2,Edge,0.530801417,pass
164,0.282,16.71,2G,802.11b 1Mbps,Bottom Face,Acon,11,2462,17,1.069,NA,NA,0.301,0.17,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Bottom,5,2,Face,0.146538466,pass
165,0.141,16.77,2G,802.11b 1Mbps,Bottom Face,Acon,11,2462,17,1.054,NA,NA,0.149,-0.34,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Bottom,5,2,Face,0.134506035,pass
166,0.729,16.71,2G,802.11b 1Mbps,Edge 1,Acon,11,2462,17,1.069,NA,NA,0.779,0.17,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Edge,5,2,Edge,0.45341318,pass
167,0.658,16.71,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,17,1.069,NA,NA,0.703,-0.17,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Edge,5,2,Edge,0.342507437,pass
168,0.582,16.37,2G,802.11b 1Mbps,Edge 1,Acon,1,2412,17,1.156,NA,NA,0.673,0.17,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Edge,5,2,Edge,0.452539673,pass
169,0.546,16.29,2G,802.11b 1Mbps,Edge 1,Acon,6,2437,17,1.178,NA,NA,0.643,0.17,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Edge,5,2,Edge,0.393515224,pass
170,0.492,15.92,2G,802.11n-HT40 MCS0,Edge 1,Acon,6,2437,16,1.019,NA,NA,0.501,0.17,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Edge,5,2,Edge,0.271117202,pass
171,0.4,16.77,2G,802.11b 1Mbps,Edge 1,Acon,11,2462,17,1.054,NA,NA,0.422,-0.34,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Edge,5,2,Edge,0.429042548,pass
172,0.604,16.77,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,17,1.054,NA,NA,0.637,2.77,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Edge,5,2,Edge,0.489114018,pass
173,0.237,16.08,2G,802.11n-HT40 MCS0,Edge 1,Acon,6,2437,16.5,1.102,NA,NA,0.261,-0.34,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Edge,5,2,Edge,0.279665648,pass
174,0.195,16.71,2G,802.11b 1Mbps,Edge 2,Acon,11,2462,17,1.069,NA,NA,0.208,0.17,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Edge,20.9,2,Edge,0.222898652,pass
175,0.065,16.77,2G,802.11b 1Mbps,Edge 4,Acon,11,2462,17,1.054,NA,NA,0.069,-0.34,FA522724_R03_FCC SAR_Wistron_Redwood_Report_0414,Edge,20.9,2,Edge,0.207874732,pass
176,0.021,16.7,2G,802.11b 1Mbps,Bottom Face,WNC,11,2462,17,1.072,NA,NA,0.023,2.97,FA552682_R01_FCC SAR_Wistron_Cottonwood MLK_Report_0608,Bottom,5,2,Face,0.180146017,pass
177,0.444,16.7,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,17,1.072,NA,NA,0.476,2.97,FA552682_R01_FCC SAR_Wistron_Cottonwood MLK_Report_0608,Edge,5,2,Edge,0.510106082,pass
178,0.576,16.7,2G,802.11b 1Mbps,Edge 1,Acon,11,2462,17,1.072,NA,NA,0.617,0.06,FA552682_R01_FCC SAR_Wistron_Cottonwood MLK_Report_0608,Edge,5,2,Edge,0.44742544,pass
179,0.602,16.36,2G,802.11b 1Mbps,Edge 1,Acon,1,2412,17,1.159,NA,NA,0.698,0.06,FA552682_R01_FCC SAR_Wistron_Cottonwood MLK_Report_0608,Edge,5,2,Edge,0.44701044,pass
180,0.472,16.21,2G,802.11b 1Mbps,Edge 1,Acon,6,2437,17,1.199,NA,NA,0.566,0.06,FA552682_R01_FCC SAR_Wistron_Cottonwood MLK_Report_0608,Edge,5,2,Edge,0.388575989,pass
181,0.039,16.66,2G,802.11b 1Mbps,Bottom Face,WNC,11,2462,17,1.081,NA,NA,0.042,-0.27,FA552682_R01_FCC SAR_Wistron_Cottonwood MLK_Report_0608,Bottom,5,2,Face,0.151156484,pass
182,0.484,16.66,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,17,1.081,NA,NA,0.523,-0.27,FA552682_R01_FCC SAR_Wistron_Cottonwood MLK_Report_0608,Edge,5,2,Edge,0.34175509,pass
183,0.402,16.66,2G,802.11b 1Mbps,Edge 1,Acon,11,2462,17,1.081,NA,NA,0.435,-2.36,FA552682_R01_FCC SAR_Wistron_Cottonwood MLK_Report_0608,Edge,5,2,Edge,0.405830495,pass
184,0.027,16.7,2G,802.11b 1Mbps,Bottom Face,Acon,11,2462,17,1.072,NA,NA,0.029,-0.32,FA552685_R01_FCC SAR_Wistron_Blackwood_Report_0603,Bottom,5,2,Face,0.135009505,pass
185,0.561,16.7,2G,802.11b 1Mbps,Edge 1,Acon,11,2462,17,1.072,NA,NA,0.601,-0.32,FA552685_R01_FCC SAR_Wistron_Blackwood_Report_0603,Edge,5,2,Edge,0.429840075,pass
186,0.799,16.7,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,17,1.072,NA,NA,0.856,-1.6,FA552685_R01_FCC SAR_Wistron_Blackwood_Report_0603,Edge,5,2,Edge,0.354158951,pass
187,0.515,16.23,2G,802.11b 1Mbps,Edge 1,WNC,1,2412,17,1.194,NA,NA,0.615,-1.6,FA552685_R01_FCC SAR_Wistron_Blackwood_Report_0603,Edge,5,2,Edge,0.35823787,pass
188,0.551,16.12,2G,802.11b 1Mbps,Edge 1,WNC,6,2437,17,1.225,NA,NA,0.675,-1.6,FA552685_R01_FCC SAR_Wistron_Blackwood_Report_0603,Edge,5,2,Edge,0.310378629,pass
189,0.034,16.69,2G,802.11b 1Mbps,Bottom Face,Acon,11,2462,17,1.074,NA,NA,0.037,-0.54,FA552685_R01_FCC SAR_Wistron_Blackwood_Report_0603,Bottom,5,2,Face,0.129366574,pass
190,0.133,16.69,2G,802.11b 1Mbps,Edge 1,Acon,11,2462,17,1.074,NA,NA,0.143,-0.54,FA552685_R01_FCC SAR_Wistron_Blackwood_Report_0603,Edge,5,2,Edge,0.421741227,pass
191,0.228,16.69,2G,802.11b 1Mbps,Edge 1,WNC,11,2462,17,1.074,NA,NA,0.245,-2.82,FA552685_R01_FCC SAR_Wistron_Blackwood_Report_0603,Edge,5,2,Edge,0.403899815,pass
192,0.983,14.78,2G,802.11b 1Mbps,Bottom Face,PULSE,1,2412,15,1.052,97.97,1.021,1.056,-0.82,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Bottom,5,3,Face,0.826396124,pass
193,0.872,14.7,2G,802.11b 1Mbps,Bottom Face,PULSE,6,2437,15,1.072,97.97,1.021,0.954,-0.82,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Bottom,5,3,Face,0.752102992,pass
194,0.93,14.71,2G,802.11b 1Mbps,Bottom Face,PULSE,11,2462,15,1.069,97.97,1.021,1.015,-0.82,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Bottom,5,3,Face,0.916040559,pass
195,0.793,14.93,2G,802.11b 1Mbps,Bottom Face,PULSE,1,2412,15,1.016,97.97,1.021,0.823,1.39,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Bottom,5,3,Face,0.896439529,pass
196,0.838,14.91,2G,802.11b 1Mbps,Bottom Face,PULSE,11,2462,15,1.022,97.97,1.021,0.874,1.39,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Bottom,5,3,Face,0.968465198,pass
197,0.632,13.32,5G,802.11ac-VHT80 MCS0,Bottom Face,PULSE,58,5290,13.5,1.043,97.37,1.027,0.677,2.31,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Bottom,5,3,Face,0.422863837,pass
198,0.667,13.41,5G,802.11ac-VHT80 MCS0,Bottom Face,PULSE,138,5690,13.5,1.02,97.37,1.027,0.699,2.31,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Bottom,5,3,Face,0.535317775,pass
199,0.654,13.39,5G,802.11ac-VHT80 MCS0,Bottom Face,PULSE,155,5775,13.5,1.027,97.37,1.027,0.69,2.31,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Bottom,5,3,Face,0.55513441,pass
200,0.733,13.43,5G,802.11ac-VHT80 MCS0,Bottom Face,PULSE,58,5290,13.5,1.018,97.37,1.027,0.766,3.13,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Bottom,5,3,Face,0.416887773,pass
201,0.571,13.45,5G,802.11ac-VHT80 MCS0,Bottom Face,PULSE,106,5530,13.5,1.013,97.37,1.027,0.594,3.13,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Bottom,5,3,Face,0.435367533,pass
202,0.61,13.4,5G,802.11ac-VHT80 MCS0,Bottom Face,PULSE,155,5775,13.5,1.025,97.37,1.027,0.642,3.13,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Bottom,5,3,Face,0.546043094,pass
203,0.646,14.93,2G,802.11b 1Mbps,Edge 1,PULSE,1,2412,15,1.016,97.97,1.021,0.67,1.39,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Edge,5,3,Edge,0.619258546,pass
204,0.644,13.43,5G,802.11ac-VHT80 MCS0,Edge 1,PULSE,58,5290,13.5,1.018,97.37,1.027,0.673,3.13,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Edge,5,3,Edge,0.667824366,pass
205,0.851,13.45,5G,802.11ac-VHT80 MCS0,Edge 1,PULSE,106,5530,13.5,1.013,97.37,1.027,0.885,3.13,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Edge,5,3,Edge,0.926856931,pass
206,0.956,13.34,5G,802.11ac-VHT80 MCS0,Edge 1,PULSE,122,5610,13.5,1.039,97.37,1.027,1.02,3.13,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Edge,5,3,Edge,0.97426957,pass
207,1.06,13.37,5G,802.11ac-VHT80 MCS0,Edge 1,PULSE,138,5690,13.5,1.031,97.37,1.027,1.122,3.13,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Edge,5,3,Edge,0.893480375,pass
208,0.993,13.4,5G,802.11ac-VHT80 MCS0,Edge 1,PULSE,155,5775,13.5,1.025,97.37,1.027,1.045,3.13,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Edge,5,3,Edge,0.747440908,pass
209,0.406,14.78,2G,802.11b 1Mbps,Edge 4,PULSE,1,2412,15,1.052,97.97,1.021,0.436,-0.82,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Edge,5,3,Edge,0.467234882,pass
210,0.51,13.32,5G,802.11ac-VHT80 MCS0,Edge 4,PULSE,58,5290,13.5,1.042,97.37,1.027,0.546,2.31,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Edge,5,3,Edge,0.599398553,pass
211,0.496,13.41,5G,802.11ac-VHT80 MCS0,Edge 4,PULSE,138,5690,13.5,1.021,97.37,1.027,0.52,2.31,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Edge,5,3,Edge,0.800343392,pass
212,0.607,13.39,5G,802.11ac-VHT80 MCS0,Edge 4,PULSE,155,5775,13.5,1.027,97.37,1.027,0.64,2.31,FA5N2711-05_R01_FCC SAR_Wistron_ThinkPad X1_Report,Edge,5,3,Edge,0.670183711,pass
213,0.461,17.31,2G,802.11b 1Mbps,Bottom Face,Jieng Tai,1,2412,17.5,1.045,97.96,1.021,0.492,1.46,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Bottom,15,3,Face,0.444039213,pass
214,0.389,17.33,2G,802.11b 1Mbps,Bottom Face,Jieng Tai,11,2462,17.5,1.04,97.96,1.021,0.413,1.46,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Bottom,15,3,Face,0.457389776,pass
215,0.463,15.67,5G,802.11ac-VHT80 MCS0,Edge 1,Jieng Tai,58,5290,16,1.08,98.03,1.02,0.51,0.4,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Edge,30,3,Edge,0.534026128,pass
216,0.517,15.78,5G,802.11ac-VHT80 MCS0,Edge 1,Jieng Tai,106,5530,16,1.053,98.03,1.02,0.555,0.4,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Edge,30,3,Edge,0.650493333,pass
217,0.699,15.71,5G,802.11ac-VHT80 MCS0,Edge 1,Jieng Tai,155,5775,16,1.07,98.03,1.02,0.763,0.4,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Edge,30,3,Edge,0.661164856,pass
218,0.454,17.43,2G,802.11b 1Mbps,Bottom Face,WNC,11,2462,17.5,1.016,97.96,1.021,0.471,0.79,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Bottom,15,3,Face,0.430172643,pass
219,1.05,15.73,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,58,5290,16,1.065,98.03,1.02,1.141,-0.24,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Edge,30,3,Edge,0.737827568,pass
220,1.05,15.7,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,106,5530,16,1.072,98.03,1.02,1.148,-0.24,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Edge,30,3,Edge,0.892842137,pass
221,1.03,15.69,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,122,5610,16,1.075,98.03,1.02,1.129,-0.24,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Edge,30,3,Edge,0.876269994,pass
222,0.862,15.64,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,138,5690,16,1.087,98.03,1.02,0.956,-0.24,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Edge,30,3,Edge,0.826532722,pass
223,0.857,15.76,5G,802.11ac-VHT80 MCS0,Edge 1,WNC,155,5775,16,1.058,98.03,1.02,0.925,-0.24,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Edge,30,3,Edge,0.883572507,pass
224,0.523,17.35,2G,802.11b 1Mbps,Bottom Face,Jieng Tai,6,2437,17.5,1.035,97.96,1.021,0.553,1.46,FA5O1701-03_R02_FCC SAR_Wistron_LRV(Yoga)_Report,Bottom,15,3,Face,0.47000335,pass
225,0.205,17.85,2G,802.11b 1Mbps,Bottom Face,High-Tek,6,2437,18,1.035,100,1,0.212,-0.2,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Bottom,5,3,Face,0.234720462,pass
226,0.222,17.8,2G,802.11b 1Mbps,Bottom Face,High-Tek,6,2437,18,1.047,100,1,0.232,0.35,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Bottom,5,3,Face,0.253452149,pass
227,0.173,14.94,5G,802.11n-HT40 MCS0,Bottom Face,High-Tek,54,5270,15,1.014,100,1,0.175,0.24,FA7N0835_R01_FCC SAR_Wistron_ThinkPad Yoga 11e 5th Gen(LLA)_Report,Bottom,5,3,Face,0.222016365,pass
